web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,Brand,Price,Address,image_link-src
"1732745203-1","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Ford Focus 2014 Titanium","https://www.dakarvente.com/annonce-16356-ford-focus-2014-titanium.html","Ford Focus 2014 Titanium","3.600.000  FCFA","Dakar","media/annonces/pics/4be7a8b20d4b06b4be9d45c6e316a0da.jpeg"
"1732745208-2","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Peugeot 508 2012","https://www.dakarvente.com/annonce-16386-peugeot-508-2012.html","Peugeot 508 2012","3.300.000  FCFA","Rufisque","media/annonces/pics/71026211a54fbebabf54676e9e85cebc.jpeg"
"1732745212-3","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Honda Civic 2010","https://www.dakarvente.com/annonce-16388-honda-civic-2010.html","Honda Civic 2010","1.900.000  FCFA","Parcelles assainies","media/annonces/pics/d4498e8bfd009ca76aeb7487dedd6bfb.jpeg"
"1732745217-4","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Achat de vehicule","https://www.dakarvente.com/annonce-16404-achat-de-vehicule.html","Achat de vehicule","25.000.000  FCFA","Dakar","img/nophoto.png"
"1732745222-5","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Range Rover Autobiography 2016","https://www.dakarvente.com/annonce-16405-range-rover-autobiography-2016.html","Range Rover Autobiography 2016","8.200.000  FCFA","Amitié","media/annonces/pics/0306979f26b79f52a2784ff5d45d6d75.jpg"
"1732745227-6","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Peugeot 407","https://www.dakarvente.com/annonce-16409-peugeot-407.html","Peugeot 407","2.800.000  FCFA","Patte d'Oie","media/annonces/pics/936534e3ada222dfed17ae2489479854.jpeg"
"1732745235-7","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Renault kangoo 2 portes 2012","https://www.dakarvente.com/annonce-16410-renault-kangoo-2-portes-2012.html","Renault kangoo 2 portes 2012","3.200.000  FCFA","Dakar","media/annonces/pics/f171eb34ec3fffa145cfb00518f35441.jpeg"
"1732745239-8","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Citroën C3","https://www.dakarvente.com/annonce-16411-citron-c3.html","Citroën C3","1.900.000  FCFA","HLM","media/annonces/pics/d2580178cf812856dfcf6117412c1696.jpeg"
"1732745245-9","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Chevrolet Cobalt 2008","https://www.dakarvente.com/annonce-16412-chevrolet-cobalt-2008.html","Chevrolet Cobalt 2008","2.000.000  FCFA","Biscuiterie","media/annonces/pics/cce184cb9a00fe1ff811bf8a482b1b8e.jpeg"
"1732745251-10","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Peugeot 208 Gt 2016","https://www.dakarvente.com/annonce-16457-peugeot-208-gt-2016.html","Peugeot 208 Gt 2016","4.900.000  FCFA","Parcelles assainies","media/annonces/pics/c8f42a4a53e5675c0ed50870f3286aef.jpeg"
"1732745261-11","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Peugeot 308 2010","https://www.dakarvente.com/annonce-16458-peugeot-308-2010.html","Peugeot 308 2010","2.750.000  FCFA","Dakar","media/annonces/pics/076cf2d0cf474c87585602846d2c91e1.jpeg"
"1732745268-12","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Chevrolet TRAX 2014","https://www.dakarvente.com/annonce-16459-chevrolet-trax-2014.html","Chevrolet TRAX 2014","6.950.000  FCFA","Biscuiterie","media/annonces/pics/d8ebcc09c1fa9099c5bbf84634bcaa21.jpeg"
"1732745295-13","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Camion Renault Magnum","https://www.dakarvente.com/annonce-16461-camion-renault-magnum.html","Camion Renault Magnum","2.600.000  FCFA","Mbour","media/annonces/pics/d552c8d761949a1dbf01ed3a24df1f46.jpeg"
"1732745302-14","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","KIA SORENTO 2006","https://www.dakarvente.com/annonce-16496-kia-sorento-2006.html","KIA SORENTO 2006","3.700.000  FCFA","Virage","media/annonces/pics/6414c9d9f1d8f5deb250e5b18b00b0f5.jpeg"
"1732745307-15","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Burgman 400","https://www.dakarvente.com/annonce-16525-burgman-400.html","Burgman 400","850.000  FCFA","Rufisque","media/annonces/pics/96b03b579c89e112f0115d1f197b4c28.jpg"
"1732745314-16","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Toyota Avensis 2008","https://www.dakarvente.com/annonce-16531-toyota-avensis-2008.html","Toyota Avensis 2008","2.000.000  FCFA","Dakar","media/annonces/pics/6a1c652364980ad0af981a86d1c38c8d.jpeg"
"1732745331-17","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Toyota Avensis 2008","https://www.dakarvente.com/annonce-16555-toyota-avensis-2008.html","Toyota Avensis 2008","2.000.000  FCFA","Pikine","media/annonces/pics/fef4a002392bc497883d40561309acaa.jpeg"
"1732745360-18","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Chevrolet Equinoxe 2014","https://www.dakarvente.com/annonce-16568-chevrolet-equinoxe-2014.html","Chevrolet Equinoxe 2014","6.800.000  FCFA","Patte d'Oie","media/annonces/pics/3711d5a06fb64078bfc04e91802ec268.jpeg"
"1732745366-19","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Kymco people 200","https://www.dakarvente.com/annonce-16573-kymco-people-200.html","Kymco people 200","250.000  FCFA","Dakar","media/annonces/pics/2f926be0b4a8deac0bf07526d7839266.jpg"
"1732745370-20","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Kia Sorento 2008","https://www.dakarvente.com/annonce-16577-kia-sorento-2008.html","Kia Sorento 2008","2.600.000  FCFA","Rufisque","media/annonces/pics/b1cd80880708b4aa1218e247bb34da53.jpeg"
"1732745377-21","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Dacia Sandero 2012 Venant","https://www.dakarvente.com/annonce-16578-dacia-sandero-2012-venant.html","Dacia Sandero 2012 Venant","2.900.000  FCFA","Derklé","media/annonces/pics/2a29d6819d25c879ca3c6fc07029bb26.jpeg"
"1732745381-22","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Ford Escape venant 2012","https://www.dakarvente.com/annonce-16579-ford-escape-venant-2012.html","Ford Escape venant 2012","5.500.000  FCFA","HLM","media/annonces/pics/eb02ee4a10a24b031ce19b7da5c47ad0.jpeg"
"1732745385-23","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Mitsubishi Pajero","https://www.dakarvente.com/annonce-16580-mitsubishi-pajero.html","Mitsubishi Pajero","2.000.000  FCFA","HLM","media/annonces/pics/3109af66a9d300bcffea6b1fa389f603.jpeg"
"1732745419-24","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Ford Escape 2012","https://www.dakarvente.com/annonce-16658-ford-escape-2012.html","Ford Escape 2012","5.900.000  FCFA","Castors","media/annonces/pics/b2a45bc81aaff58c527049796e21d5fa.jpeg"
"1732745439-25","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Kia Sorento à louer","https://www.dakarvente.com/annonce-16693-kia-sorento-louer.html","Kia Sorento à louer","35.000  FCFA","Sicap liberté","media/annonces/pics/5fe2c39df0696bf785bca141064e934e.jpeg"
"1732745486-26","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Nissan Altima 2010","https://www.dakarvente.com/annonce-16751-nissan-altima-2010.html","Nissan Altima 2010","2.000.000  FCFA","Dakar",""
"1732745491-27","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Jeep Wrangler 2012","https://www.dakarvente.com/annonce-16752-jeep-wrangler-2012.html","Jeep Wrangler 2012","25.000.000  FCFA","Derklé","media/annonces/pics/2060b1d2a64f80cc107ca230cb5f2529.jpeg"
"1732745495-28","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Chevrolet Spark","https://www.dakarvente.com/annonce-16753-chevrolet-spark.html","Chevrolet Spark","2.500.000  FCFA","Hann Maristes","media/annonces/pics/a56eeda1207532e4c0048dd8e16c3a03.jpg"
"1732745579-29","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Renault 21","https://www.dakarvente.com/annonce-16799-renault-21.html","Renault 21","2.300.000  FCFA","Dakar","media/annonces/pics/2775e0b2f4592a88df22ee30edc18c7f.jpg"
"1732745583-30","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Chevrolet Equinox 4x4","https://www.dakarvente.com/annonce-16800-chevrolet-equinox-4x4.html","Chevrolet Equinox 4x4","6.500.000  FCFA","Dakar","img/nophoto.png"
"1732745587-31","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Peugeot 308 Full Options","https://www.dakarvente.com/annonce-16804-peugeot-308-full-options.html","Peugeot 308 Full Options","2.500.000  FCFA","Fass","media/annonces/pics/b5a225e0ce23098cba3ed3f7d69f90d6.jpeg"
"1732745592-32","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Toyota Auris","https://www.dakarvente.com/annonce-16805-toyota-auris.html","Toyota Auris","2.400.000  FCFA","Colobane","media/annonces/pics/0ddd911860bcbc343271b9f357f58976.jpeg"
"1732745596-33","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Peugeot 3008 2011","https://www.dakarvente.com/annonce-16806-peugeot-3008-2011.html","Peugeot 3008 2011","2.800.000  FCFA","Dieuppeul","media/annonces/pics/779116a5a9edc59bfc502897bef9d7b8.jpeg"
"1732745623-34","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=77","Ford Focus 2013","https://www.dakarvente.com/annonce-16847-ford-focus-2013.html","Ford Focus 2013","6.000.000  FCFA","Dakar","media/annonces/pics/d2d9c7ce0ec3b65693e7fe9c472cd68d.jpeg"
"1732745760-35","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Chevrolet Equinox","https://www.dakarvente.com/annonce-19217-chevrolet-equinox.html","Chevrolet Equinox","7.300.000  FCFA","Point E","media/annonces/pics/76167481854e18f3260a45159e3c9741.jpg"
"1732745797-36","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","BMW X5 XDrive 35i","https://www.dakarvente.com/annonce-19218-bmw-x5-xdrive-35i.html","BMW X5 XDrive 35i","23.500.000  FCFA","Dakar","media/annonces/pics/16672d06101e3352f1ea1bd60e79faaf.jpg"
"1732745824-37","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Peugeot 308 SW","https://www.dakarvente.com/annonce-19219-peugeot-308-sw.html","Peugeot 308 SW","5.000.000  FCFA","Dakar","media/annonces/pics/da7a81df575e5f01d083a321c619a0d3.jpg"
"1732745831-38","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","BWM X3","https://www.dakarvente.com/annonce-19231-bwm-x3.html","BWM X3","11.000.000  FCFA","Dakar","media/annonces/pics/9df5fde23f4f45b13286cc05223db8fe.jpeg"
"1732745838-39","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Location Pick up Mitsubishi","https://www.dakarvente.com/annonce-19234-location-pick-up-mitsubishi.html","Location  Pick up MitsubishiLogements de qualité à louer","40.000  FCFA","Bene Tally","media/annonces/pics/1818d97b6962c74c4eaaddf709eb861b.jpg"
"1732745842-40","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Hyundai Sonata 2012","https://www.dakarvente.com/annonce-19239-hyundai-sonata-2012.html","Hyundai Sonata 2012","3.000.000  FCFA","Fann",""
"1732745870-41","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","KIA RIO 2016","https://www.dakarvente.com/annonce-19241-kia-rio-2016.html","KIA RIO 2016","3.450.000  FCFA","Fann","media/annonces/pics/2e9ceb8de02da3e9988074a998f3b452.jpeg"
"1732745875-42","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","BMW X5 Pack M","https://www.dakarvente.com/annonce-19242-bmw-x5-pack-m.html","BMW X5 Pack M","21.000.000  FCFA","Sacré Coeur","media/annonces/pics/f0aa5d034afde5284f5b9aedef451ca3.jpeg"
"1732745879-43","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Delphi 2017 R3 vci bluetooth","https://www.dakarvente.com/annonce-19244-delphi-2017-r3-vci-bluetooth.html","Delphi 2017 R3 vci bluetooth","","Yoff","media/annonces/pics/ffe05c885607f6d0f8792ddd5e123116.jpg"
"1732745885-44","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Kia sorento 2016","https://www.dakarvente.com/annonce-19294-kia-sorento-2016.html","Kia sorento 2016","15.000.000  FCFA","Cambérène",""
"1732745889-45","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","HYUNDAI ELANTRA VENANT 2017 FULL OPTIONS","https://www.dakarvente.com/annonce-19298-hyundai-elantra-venant-2017-full-options.html","HYUNDAI ELANTRA VENANT 2017 FULL OPTIONS","6.800.000  FCFA","Plateau","media/annonces/pics/5cc4cffa26bb406da2ee6eb9f678a607.jpeg"
"1732745893-46","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","PEUGEOT 308 2011","https://www.dakarvente.com/annonce-19299-peugeot-308-2011.html","PEUGEOT 308 2011","2.250.000  FCFA","Rufisque","media/annonces/pics/2d56704959c4949685e712bcd42ae155.jpeg"
"1732745897-47","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","NISSAN ROGUE 2009","https://www.dakarvente.com/annonce-19354-nissan-rogue-2009.html","NISSAN ROGUE 2009","3.150.000  FCFA","Parcelles assainies","media/annonces/pics/971cc1930ef94818bfb911c3b1c59da8.jpeg"
"1732745900-48","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Ford Escape SE 2013","https://www.dakarvente.com/annonce-19355-ford-escape-se-2013.html","Ford Escape SE 2013","6.200.000  FCFA","Dakar","media/annonces/pics/1b8671dcbd547ad72f08310c31c33eec.jpeg"
"1732745904-49","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Ford Escape 2012","https://www.dakarvente.com/annonce-19394-ford-escape-2012.html","Ford Escape 2012","4.500.000  FCFA","Dakar","media/annonces/pics/b432fffa56bc9759c7dc149a0bd4e0b7.jpg"
"1732745907-50","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Location Ford focus","https://www.dakarvente.com/annonce-19395-location-ford-focus.html","Location Ford focus","30.000  FCFA","Dakar","media/annonces/pics/c493dd93c7f53a76e2a3e56bad829219.jpg"
"1732745911-51","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","LOCATION HYUNDAI ELANTRA","https://www.dakarvente.com/annonce-19396-location-hyundai-elantra.html","LOCATION HYUNDAI ELANTRA","30.000  FCFA","Point E","media/annonces/pics/50d2bee78f4c77d36a04517dc80219cc.jpg"
"1732746083-52","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","VENTE DE MOTEUR HORS BORD 40CH","https://www.dakarvente.com/annonce-19468-vente-de-moteur-hors-bord-40ch.html","VENTE DE  MOTEUR HORS BORD 40CH","1.630.000  FCFA","Rufisque","media/annonces/pics/e397e895bf42112b0e2ae0ee3ba42866.png"
"1732746086-53","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","SATURN VUE 2010","https://www.dakarvente.com/annonce-19469-saturn-vue-2010.html","SATURN VUE 2010","2.900.000  FCFA","Guédiawaye","media/annonces/pics/731144cf857f0b276f6a7700eb17e155.jpeg"
"1732746091-54","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Magnum et frigo Lamberet","https://www.dakarvente.com/annonce-19474-magnum-et-frigo-lamberet.html","Magnum et frigo Lamberet","25.000.000  FCFA","Pikine","media/annonces/pics/c3411d5354f43bcf2219658c71d5abf3.jpg"
"1732746096-55","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","MAGNUM 2013 Y FRIGO","https://www.dakarvente.com/annonce-19475-magnum-2013-y-frigo.html","MAGNUM 2013 Y FRIGO","27.000.000  FCFA","Pikine","media/annonces/pics/587d254299d2e63c62bc040a4df3c302.jpg"
"1732746102-56","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","KIA Sorento 2017 - OCCASION","https://www.dakarvente.com/annonce-19479-kia-sorento-2017-occasion.html","KIA Sorento 2017 - OCCASION","12.000.000  FCFA","Almadies","media/annonces/pics/68c4ae9d35096abe32c05a0a0b3bac38.jpg"
"1732746106-57","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","BMW 750I","https://www.dakarvente.com/annonce-19481-bmw-750i.html","BMW 750I","1.300.000  FCFA","Rufisque","media/annonces/pics/ccc53791a01281c8401f5ad479588a18.jpg"
"1732746111-58","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","PEUGEOT 508 2013","https://www.dakarvente.com/annonce-19483-peugeot-508-2013.html","PEUGEOT 508 2013","4.150.000  FCFA","Castors","media/annonces/pics/8fe3aef0ba32c7dc8013abe2ee991be6.jpeg"
"1732746115-59","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Citroën Berlingo 2 portes","https://www.dakarvente.com/annonce-19532-citron-berlingo-2-portes.html","Citroën Berlingo 2  portes","2.500.000  FCFA","Colobane","media/annonces/pics/5918fb75844602a9258b3a4f23a052d9.jpeg"
"1732746120-60","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Ford Fusion 2014","https://www.dakarvente.com/annonce-19583-ford-fusion-2014.html","Ford Fusion 2014","5.000.000  FCFA","Hann Maristes","media/annonces/pics/bb8e285db1356616f7d88316fe195a50.jpeg"
"1732746137-61","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Bulldozer","https://www.dakarvente.com/annonce-19584-bulldozer.html","Bulldozer","53.000.000  FCFA","Tambacounda","media/annonces/pics/7d78f9b29b7dbbee7951d6ee6bc1c0b9.jpeg"
"1732746221-62","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Demande d'emploi","https://www.dakarvente.com/annonce-19626-demande-d-emploi.html","Demande d'emploi","200.000  FCFA","Liberté 6","media/annonces/pics/075589e51c218b6783b2b55fe0cdbed4.jpg"
"1732746226-63","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","NISSAN MURANO","https://www.dakarvente.com/annonce-19656-nissan-murano.html","NISSAN MURANO","4.500.000  FCFA","Parcelles assainies","media/annonces/pics/30afa4760f608848787f980a56c86555.jpg"
"1732746255-64","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Malaguti phantom","https://www.dakarvente.com/annonce-19659-malaguti-phantom.html","Malaguti phantom","280.000  FCFA","Thiès","media/annonces/pics/88525491957306898a4a56870ad9c3e6.jpeg"
"1732746304-65","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Location et vente","https://www.dakarvente.com/annonce-19701-location-et-vente.html","Location et vente","35.000  FCFA","Médina","media/annonces/pics/3542fef81f365c35adde006387704ac7.jpeg"
"1732746335-66","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=72","Location et vente","https://www.dakarvente.com/annonce-19702-location-et-vente.html","Location et vente","45.000  FCFA","Médina","media/annonces/pics/ac0ca3bdb460dc5a05dd3cb9bbd801ce.jpeg"
"1732746388-67","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Ford Fusion 2014","https://www.dakarvente.com/annonce-21466-ford-fusion-2014.html","Ford Fusion 2014","5.500.000  FCFA","Dakar","media/annonces/pics/97216639d279f2dfc95bcac8969096e8.jpg"
"1732746392-68","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Kia sportage","https://www.dakarvente.com/annonce-21468-kia-sportage.html","Kia sportage","6.800.000  FCFA","Point E","media/annonces/pics/c18a21c6793aead3a12af03541940a1f.jpg"
"1732746396-69","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","CHEVROLET CAMARO FOKZO 2014","https://www.dakarvente.com/annonce-21502-chevrolet-camaro-fokzo-2014.html","CHEVROLET CAMARO FOKZO 2014","19.500.000  FCFA","Pikine","media/annonces/pics/63214a0912481b9bc9f0e600d81c2a21.jpeg"
"1732746400-70","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","FORD ESCAPE 2013","https://www.dakarvente.com/annonce-21526-ford-escape-2013.html","FORD ESCAPE 2013","4.800.000  FCFA","Dakar","media/annonces/pics/3bb59c8dbbbf93f9d257b904cd31656a.jpeg"
"1732746404-71","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","HYUNDAI TUCSON 2007","https://www.dakarvente.com/annonce-21539-hyundai-tucson-2007.html","HYUNDAI TUCSON 2007","2.850.000  FCFA","Cité Keur Gorgui","media/annonces/pics/9d450c1db41ba1624b1227d4f97e58cc.jpeg"
"1732746407-72","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","CITROEN DS7 2020","https://www.dakarvente.com/annonce-21578-citroen-ds7-2020.html","CITROEN DS7 2020","17.900.000  FCFA","Plateau","media/annonces/pics/f7e74ffadf643b6350636bf48ae7d08c.jpeg"
"1732746434-73","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Kia Forte","https://www.dakarvente.com/annonce-21595-kia-forte.html","Kia Forte","10.700.000  FCFA","Dakar","media/annonces/pics/ee8312339fd7ba583842b035d011b573.jpg"
"1732746460-74","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Ford Fusion","https://www.dakarvente.com/annonce-21597-ford-fusion.html","Ford Fusion","6.300.000  FCFA","Dakar","media/annonces/pics/3fc283f0251e36e4cf0b4be56a30a86a.jpg"
"1732746466-75","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Hyundai Tucson","https://www.dakarvente.com/annonce-21598-hyundai-tucson.html","Hyundai Tucson","11.500.000  FCFA","Dakar","media/annonces/pics/00f480a829221f11f9a96fedeb5ba71e.jpg"
"1732746492-76","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Toyota Prado","https://www.dakarvente.com/annonce-21600-toyota-prado.html","Toyota Prado","7.000.000  FCFA","Dakar","media/annonces/pics/f51a6364516e88b8d95e5ed62762bd29.jpg"
"1732746707-77","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Toyota Camry","https://www.dakarvente.com/annonce-21695-toyota-camry.html","Toyota Camry","6.800.000  FCFA","Cité Keur Gorgui","media/annonces/pics/59abf607c61a920eb9c81104dc7e8b21.jpeg"
"1732746711-78","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Hyundai Santa Fe","https://www.dakarvente.com/annonce-21702-hyundai-santa-fe.html","Hyundai Santa Fe","9.800.000  FCFA","Dakar","media/annonces/pics/8793b0c776f6dbf8eb047ca3cdb4b4a2.jpg"
"1732746726-79","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Hyundai Tucson","https://www.dakarvente.com/annonce-21733-hyundai-tucson.html","Hyundai Tucson","8.300.000  FCFA","Dakar","media/annonces/pics/15b1b6db4899c54682961b45c2d959f1.jpg"
"1732746733-80","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Ford Focus","https://www.dakarvente.com/annonce-21761-ford-focus.html","Ford Focus","3.400.000  FCFA","Dakar","media/annonces/pics/bb65777c5ab208962a3f9fc00527682e.jpg"
"1732746746-81","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Toyota Corolla version sport année 2013","https://www.dakarvente.com/annonce-21777-toyota-corolla-version-sport-anne-2013.html","Toyota Corolla version sport année 2013","6.800.000  FCFA","Dakar","media/annonces/pics/cfd001f0b3aec9afddaf9eb599080c5e.jpg"
"1732746775-82","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Toyota land cruiser Prado année 2011","https://www.dakarvente.com/annonce-21782-toyota-land-cruiser-prado-anne-2011.html","Toyota land cruiser Prado année 2011","21.300.000  FCFA","Dakar","media/annonces/pics/83e498d575d2a657472d4a1440152c33.jpg"
"1732746854-83","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","BMW X3 2014","https://www.dakarvente.com/annonce-21846-bmw-x3-2014.html","BMW X3 2014","10.450.000  FCFA","Grand Yoff","media/annonces/pics/2735a2dabc3d2d4e6060222db64b973d.jpeg"
"1732746859-84","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=68","Vélos tous neufs à vendre","https://www.dakarvente.com/annonce-21904-vlos-tous-neufs-vendre.html","Vélos tous neufs à vendre","25.000  FCFA","Amitié","media/annonces/pics/2f2a1057c28fa1b478bb34e308b634c0.jpg"
