web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,Brand,Price,Adress,image_link-src
"1732655173-81","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","location Mitsubishi L200 climatisée","https://www.dakarvente.com/annonce-21343-location-mitsubishi-l200-climatise.html","location Mitsubishi L200 climatisée","","HLM",""
"1732655177-82","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de voiture","https://www.dakarvente.com/annonce-21658-location-de-voiture.html","Location de voiture","100  FCFA","Cité Keur Gorgui","media/annonces/pics/64e82509f242471e25bf59d8958434e0.jpeg"
"1732655180-83","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Océan Afrique","https://www.dakarvente.com/annonce-23101-ocan-afrique.html","Océan Afrique","","Ouest Foire","media/annonces/pics/8ce41b47ac18801afdeace732593f2e9.png"
"1732655184-84","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de Bus","https://www.dakarvente.com/annonce-23112-location-de-bus.html","Location de Bus","10.000  FCFA","Keur Massar","media/annonces/pics/7035dd034d5f758be38f3b499f4f0130.jpeg"
"1732655188-85","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de véhicules","https://www.dakarvente.com/annonce-23594-location-de-vhicules.html","Location de véhicules","15.000  FCFA","Ouakam","img/nophoto.png"
"1732655192-86","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de voiture","https://www.dakarvente.com/annonce-25263-location-de-voiture.html","Location de voiture","15.000  FCFA","Ouakam","media/annonces/pics/4230267e1bcbb509e8085137f23e8e80.jpg"
"1732655197-87","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Ford Explorer","https://www.dakarvente.com/annonce-25386-location-ford-explorer.html","Location Ford Explorer","40.000  FCFA","Sacré Coeur","media/annonces/pics/870c6dfdab400764231845753e8f976f.jpg"
"1732655200-88","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de voitures de luxe","https://www.dakarvente.com/annonce-26186-location-de-voitures-de-luxe.html","Location de voitures de luxe","100.000  FCFA","Almadies","media/annonces/pics/655225f7923cdcc35d43af653ad12277.jpeg"
"1732655204-89","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Kia Sportage","https://www.dakarvente.com/annonce-26727-location-kia-sportage.html","Location Kia Sportage","30.000  FCFA","Guédiawaye","media/annonces/pics/0396cdf51d37ef2a9a309ed317fbd64f.jpg"
"1732655208-90","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de voiture","https://www.dakarvente.com/annonce-26795-location-de-voiture.html","Location de voiture","25.000  FCFA","Dakar","media/annonces/pics/c307a4defd6bd0a485a5f0c4c77fae22.jpeg"
"1732655211-91","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de vehicule","https://www.dakarvente.com/annonce-26926-location-de-vehicule.html","Location de vehicule","25.000  FCFA","Ouakam","media/annonces/pics/3b3d32ac9318128d76b7e4381d3c204d.jpg"
"1732655215-92","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de voiture","https://www.dakarvente.com/annonce-27952-location-de-voiture.html","Location de voiture","30.000  FCFA","Dakar","media/annonces/pics/790add4d4702c5e9e4096448d8edac96.jpg"
"1732655219-93","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de Voitures","https://www.dakarvente.com/annonce-28446-location-de-voitures.html","Location de VoituresLogements de qualité à louerConcessionnaires automobiles à proximité","35.000  FCFA","Ouakam","media/annonces/pics/ae20c706f30e56a758d173bd21620f59.jpeg"
"1732655223-94","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de véhicule","https://www.dakarvente.com/annonce-28677-location-de-vhicule.html","Location de véhicule","30.000  FCFA","Médina","media/annonces/pics/e190835864737c0ca620bb59c6449209.jpeg"
"1732655227-95","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","LOCATION DE VOITURES","https://www.dakarvente.com/annonce-28966-location-de-voitures.html","LOCATION DE VOITURESLogements de qualité à louerConcessionnaires automobiles à proximité","25.000  FCFA","VDN","media/annonces/pics/445b71f3f9920c73296ab494385af9eb.jpeg"
"1732655230-96","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location véhicule pick up","https://www.dakarvente.com/annonce-29156-location-vhicule-pick-up.html","Location véhicule pick up","40.000  FCFA","Gueule tapée","media/annonces/pics/ab09f394513bb158ef4709676028a99e.jpeg"
"1732655234-97","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location de voiture Renault megane scenic","https://www.dakarvente.com/annonce-29861-location-de-voiture-renault-megane-scenic.html","Location de voiture  Renault megane  scenicLogements de qualité à louerConcessionnaires automobiles à proximité","12.000  FCFA","Dakar","media/annonces/pics/b334ea90f7f62d04e7b6e40af445ce58.jpg"
"1732655238-98","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location kia sorento 7 places climatisé","https://www.dakarvente.com/annonce-30686-location-kia-sorento-7-places-climatis.html","Location kia sorento 7 places climatisé","","Dakar","media/annonces/pics/f2d6bbede1efe7f40a9e029e5bac0167.jpg"
"1732655242-99","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","LOCATION DE VOITURES DE LUXE","https://www.dakarvente.com/annonce-30727-location-de-voitures-de-luxe.html","LOCATION DE VOITURES DE LUXELogements de qualité à louerConcessionnaires automobiles à proximité","","Dakar","media/annonces/pics/6d1dff282252432cc8deb621271a533e.jpg"
"1732655246-100","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location MERCEDES GLE","https://www.dakarvente.com/annonce-30734-location-mercedes-gle.html","Location  MERCEDES GLELogements de qualité à louer","","Dakar","media/annonces/pics/97472f48e50bc0fd9afbb5aa9d77d87d.jpg"
"1732655250-101","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Ford Fusion","https://www.dakarvente.com/annonce-30739-location-ford-fusion.html","Location Ford FusionLogements de qualité à louer","","Dakar","media/annonces/pics/6699b85e8234939019e8f13fd3546d3d.jpg"
"1732655254-102","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","RANGE ROVER SPORT KIT SVR","https://www.dakarvente.com/annonce-30777-range-rover-sport-kit-svr.html","RANGE ROVER SPORT KIT SVR","","Dakar","media/annonces/pics/0b1371b3171e977724c7108359b5a934.jpg"
"1732655259-103","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Toyota Illux manuel","https://www.dakarvente.com/annonce-30781-location-toyota-illux-manuel.html","Location Toyota Illux manuel","","Dakar","media/annonces/pics/13092e9893179fad515499d127e807cd.jpg"
"1732655263-104","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Dacia Duster 2014","https://www.dakarvente.com/annonce-30902-location-dacia-duster-2014.html","Location Dacia Duster 2014","30.000  FCFA","Keur Massar","media/annonces/pics/b50e0ee00c96989297e7d1fa56fab203.jpeg"
"1732655266-105","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Kia optima 2014","https://www.dakarvente.com/annonce-31247-location-kia-optima-2014.html","Location  Kia optima 2014Logements de qualité à louer","30.000  FCFA","Sacré Coeur","media/annonces/pics/a7aca28b975127204361e6fdad18ff3c.jpeg"
"1732655270-106","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location voiture au mois","https://www.dakarvente.com/annonce-31337-location-voiture-au-mois.html","Location voiture au mois","175.000  FCFA","Mamelles","media/annonces/pics/871c8bdb6c115a65c1d620c8722e3abf.jpeg"
"1732655274-107","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location voiture au mois","https://www.dakarvente.com/annonce-31510-location-voiture-au-mois.html","Location voiture au mois","150.000  FCFA","Mamelles","media/annonces/pics/50379bcb41f6f6ef5bcc46ea85f925ac.jpeg"
"1732655279-108","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=3","Location Hyundai Elantra","https://www.dakarvente.com/annonce-31712-location-hyundai-elantra.html","Location  Hyundai ElantraLogements de qualité à louer","35.000  FCFA","Derklé","media/annonces/pics/56a90860c36b7067f90adf01b2a4628c.jpeg"
"1732655290-109","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de véhicules","https://www.dakarvente.com/annonce-31833-location-de-vhicules.html","Location de véhicules","40.000  FCFA","Cité Keur Gorgui","media/annonces/pics/059d8cb751a27f28358db02af0b105c7.jpg"
"1732655293-110","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location ford Escape","https://www.dakarvente.com/annonce-31878-location-ford-escape.html","Location ford Escape","35.000  FCFA","Cité Keur Gorgui","media/annonces/pics/a07531c8e9dec2e0b6dfb67f11fd26a6.jpg"
"1732655297-111","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture","https://www.dakarvente.com/annonce-32027-location-de-voiture.html","Location de voiture","50.000  FCFA","Mbao","media/annonces/pics/971e1e84c39bca61daf7dff48ca7cfca.jpeg"
"1732655304-112","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Pelle Poclain","https://www.dakarvente.com/annonce-32431-pelle-poclain.html","Pelle Poclain","275.000  FCFA","Diamniadio",""
"1732655308-113","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de véhicule","https://www.dakarvente.com/annonce-32912-location-de-vhicule.html","Location de véhiculeLogements de qualité à louerConcessionnaires automobiles à proximité","","Ouest Foire","media/annonces/pics/f79c84ef567fbceba97c90aca75d9add.jpg"
"1732655311-114","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Transport de Voyagistes","https://www.dakarvente.com/annonce-33275-transport-de-voyagistes.html","Transport de Voyagistes","22.000  FCFA","Maristes","media/annonces/pics/523c88b5195e1005642398f2d917e868.jpg"
"1732655315-115","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Compacteur","https://www.dakarvente.com/annonce-33354-compacteur.html","Compacteur","160.000  FCFA","Dakar","media/annonces/pics/80867e028740890f3f35d111b30ec9e3.jpeg"
"1732655319-116","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Pelle Poclain","https://www.dakarvente.com/annonce-33679-pelle-poclain.html","Pelle Poclain","275.000  FCFA","Diamniadio","media/annonces/pics/0b584d4a784a289b55166b544a443d04.jpeg"
"1732655324-117","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Salon 7 places","https://www.dakarvente.com/annonce-33735-salon-7-places.html","Salon 7 places","375.000  FCFA","Sicap liberté","media/annonces/pics/d90c4e6e8e5076c54a24e058dde309cd.jpg"
"1732655328-118","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture","https://www.dakarvente.com/annonce-33917-location-de-voiture.html","Location de voiture","25.000  FCFA","Dieuppeul","media/annonces/pics/0d4a3cbb12afd663ea391a44a6152bd1.png"
"1732655333-119","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Ford fusion titanuim","https://www.dakarvente.com/annonce-35652-ford-fusion-titanuim.html","Ford fusion titanuim","40.000  FCFA","Almadies","media/annonces/pics/d211ea6e83361e8dd5874bc237f4f619.jpg"
"1732655337-120","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Ford fusion à louer","https://www.dakarvente.com/annonce-35680-ford-fusion-louer.html","Ford fusion à louer","40.000  FCFA","Almadies","media/annonces/pics/57d782733c6e0f7b1c2ffc12636f7ec3.jpg"
"1732655341-121","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture Hyundai Full options","https://www.dakarvente.com/annonce-36141-location-de-voiture-hyundai-full-options.html","Location de voiture Hyundai Full optionsLogements de qualité à louerConcessionnaires automobiles à proximité","40.000  FCFA","Parcelles assainies",""
"1732655345-122","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture full options","https://www.dakarvente.com/annonce-36142-location-de-voiture-full-options.html","Location de voiture full optionsLogements de qualité à louerConcessionnaires automobiles à proximité","40.000  FCFA","Parcelles assainies","media/annonces/pics/651e514c44a5b4ded29f668ae913b562.jpeg"
"1732655350-123","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture Hyundai Full options","https://www.dakarvente.com/annonce-36143-location-de-voiture-hyundai-full-options.html","Location de voiture Hyundai Full optionsLogements de qualité à louerConcessionnaires automobiles à proximité","40.000  FCFA","Parcelles assainies","media/annonces/pics/51c1f4c1bdb32c823751bbe57d2abcd6.jpeg"
"1732655353-124","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","LOCATION TOYOTA FORTUNER AVEC CHAUFFEUR A BON PRIX","https://www.dakarvente.com/annonce-36168-location-toyota-fortuner-avec-chauffeur-a-bon-prix.html","LOCATION  TOYOTA FORTUNER AVEC CHAUFFEUR A BON PRIXLogements de qualité à louer","65.000  FCFA","Liberté 2","media/annonces/pics/2e9fd4052cbe4ba192363c1e09c12b90.jpg"
"1732655357-125","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de véhicules","https://www.dakarvente.com/annonce-36433-location-de-vhicules.html","Location de  véhiculesLogements de qualité à louerConcessionnaires automobiles à proximité","35.000  FCFA","Parcelles assainies","media/annonces/pics/88f4e71ac911e7b789991b79fb78effa.jpeg"
"1732655361-126","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Transfert aéroport  avec voiture climatisée. 30 000 Frs.","https://www.dakarvente.com/annonce-36650-transfert-aroport-avec-voiture-climatise-30-000-frs.html","Transfert aéroport  avec voiture climatisée. 30 000 Frs.","30.000  FCFA","Dakar","media/annonces/pics/ea4f090e4d47fa784a544f00961caedf.jpg"
"1732655365-127","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Vente et location de voitures","https://www.dakarvente.com/annonce-36889-vente-et-location-de-voitures.html","Vente et location de voitures","25.000  FCFA","Almadies","media/annonces/pics/981e8cc41b285d4b5489dd8a7187acaa.jpg"
"1732655370-128","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","LOCATION DE CAMION SONORISE","https://www.dakarvente.com/annonce-36898-location-de-camion-sonorise.html","LOCATION DE  CAMION SONORISELogements de qualité à louer","250.000  FCFA","Sacré Coeur","media/annonces/pics/1d2c101f1f2e9e402cf031fad2c86f8c.png"
"1732655374-129","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voitures","https://www.dakarvente.com/annonce-37124-location-de-voitures.html","Location de voitures","","Yoff",""
"1732655378-130","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","LOCATION DE VOITURE FULL OPTION","https://www.dakarvente.com/annonce-37199-location-de-voiture-full-option.html","LOCATION DE VOITURE FULL OPTION","35.000  FCFA","Parcelles assainies","media/annonces/pics/ac100af12025a2b1e1c5cc56310334ce.jpeg"
"1732655382-131","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture Hyundai","https://www.dakarvente.com/annonce-37200-location-de-voiture-hyundai.html","Location de voiture Hyundai","35.000  FCFA","Parcelles assainies","media/annonces/pics/30190b3ac06e742ec85eb1c32c56d185.jpeg"
"1732655385-132","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location auto full option","https://www.dakarvente.com/annonce-37290-location-auto-full-option.html","Location auto full option","35.000  FCFA","Parcelles assainies","media/annonces/pics/73f57f4778eba48966dad0bd6238456f.jpeg"
"1732655390-133","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de camion","https://www.dakarvente.com/annonce-38410-location-de-camion.html","Location de  camionLogements de qualité à louer","","Scat Urbam","media/annonces/pics/cadedac9ac2ff7b62bdc3035488ad84c.jpg"
"1732655396-134","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","LOCATION VEHICULE","https://www.dakarvente.com/annonce-38819-location-vehicule.html","LOCATION VEHICULELogements de qualité à louerConcessionnaires automobiles à proximité","35.000  FCFA","Mermoz","media/annonces/pics/b3be8ecdc35663cf6593a0ced4f04ec2.jpg"
"1732655399-135","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de véhicules","https://www.dakarvente.com/annonce-38874-location-de-vhicules.html","Location de véhicules","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/c110298d68713e3ebeccb35290f61b6b.jpg"
"1732655404-136","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de véhicules","https://www.dakarvente.com/annonce-38875-location-de-vhicules.html","Location de  véhiculesLogements de qualité à louer","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/89f833dc1cf687f7b6258396f1f1198e.jpg"
"1732655408-137","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de véhicules","https://www.dakarvente.com/annonce-38904-location-de-vhicules.html","Location de véhicules","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/1ab6b83d3be5bd1cec5ae90d234fc330.jpg"
"1732655412-138","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location voiture avec chauffeur","https://www.dakarvente.com/annonce-39141-location-voiture-avec-chauffeur.html","Location voiture avec chauffeur","50.000  FCFA","Sud Foire","media/annonces/pics/87d8a2082cbc7d9564a665c1f607cd7a.jpg"
"1732655416-139","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","VOITURE A LOUER POUR LES PETITES COURSES À DAKAR","https://www.dakarvente.com/annonce-40485-voiture-a-louer-pour-les-petites-courses-dakar.html","VOITURE A LOUER POUR LES PETITES COURSES À DAKAR","","Dakar","media/annonces/pics/c83270edff336dcdcf40f3cf31f2d53d.jpg"
"1732655420-140","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Madza Cx5 très propres en location","https://www.dakarvente.com/annonce-40795-madza-cx5-trs-propres-en-location.html","Madza Cx5 très propres en location","45.000  FCFA","Dakar","media/annonces/pics/96b06bf622d2bb5389f990d403c7f908.jpeg"
"1732655424-141","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Hyundai Elantra en location","https://www.dakarvente.com/annonce-40797-hyundai-elantra-en-location.html","Hyundai Elantra en locationLogements de qualité à louer","40.000  FCFA","Dakar","media/annonces/pics/03b38bea16b943e5bdbae5005cf4d051.jpeg"
"1732655428-142","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Mercedes CIA Fully disponible en location","https://www.dakarvente.com/annonce-40798-mercedes-cia-fully-disponible-en-location.html","Mercedes CIA Fully disponible en location","80.000  FCFA","Dakar","media/annonces/pics/9c59f66c864280f96aaa3a8492b5bfda.jpeg"
"1732655432-143","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Prado Land cruiser en location","https://www.dakarvente.com/annonce-40799-prado-land-cruiser-en-location.html","Prado Land cruiser en location","95.000  FCFA","Dakar","media/annonces/pics/c1a142986a13d296f0de844606d6084a.jpeg"
"1732655436-144","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Pick-up disponible en location","https://www.dakarvente.com/annonce-40822-pick-up-disponible-en-location.html","Pick-up disponible en locationLogements de qualité à louer","50.000  FCFA","Dakar","media/annonces/pics/20ead62962d0a2ea5637133d419c3093.jpeg"
"1732655440-145","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Mitsubishi à louer","https://www.dakarvente.com/annonce-40823-mitsubishi-louer.html","Mitsubishi à louer","60.000  FCFA","Dakar","media/annonces/pics/f27acd61d1d1e1e70d5c6e0bcf8d3cb3.jpeg"
"1732655444-146","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","KIA Sportage à louer","https://www.dakarvente.com/annonce-40824-kia-sportage-louer.html","KIA Sportage à louer","45.000  FCFA","Dakar","media/annonces/pics/1779113fda56dd33cf432627181291f2.jpeg"
"1732655448-147","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Jeep Cherokee à louer","https://www.dakarvente.com/annonce-40825-jeep-cherokee-louer.html","Jeep Cherokee à louer","35.000  FCFA","Dakar","media/annonces/pics/21cd82d61d6049359ee336f63d977456.jpeg"
"1732655457-148","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Ford Escape en location","https://www.dakarvente.com/annonce-40827-ford-escape-en-location.html","Ford Escape en location","40.000  FCFA","Dakar",""
"1732655461-149","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Ford fusion à louer","https://www.dakarvente.com/annonce-40828-ford-fusion-louer.html","Ford fusion à louer","35.000  FCFA","Dakar","media/annonces/pics/cb0aa542a7a5d5a5b7f5720fb1d66adf.jpeg"
"1732655471-150","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location : Ford fusion titanium.                                   Prix :35000f","https://www.dakarvente.com/annonce-40935-location-ford-fusion-titanium-prix-35000f.html","Location : Ford fusion titanium.                                   Prix :35000f","35.000  FCFA","Dakar","media/annonces/pics/8aeae72c26bff204308ac49808170fbe.jpeg"
"1732655475-151","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra en location","https://www.dakarvente.com/annonce-40945-hyundai-elantra-en-location.html","Hyundai Elantra en location","35.000  FCFA","Dakar","media/annonces/pics/01837f06747de62adcfb22678a47f5b7.jpeg"
"1732655478-152","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","HYundaï grandeur,","https://www.dakarvente.com/annonce-40946-hyunda-grandeur.html","HYundaï grandeur,","45.000  FCFA","Dakar","media/annonces/pics/47e6b83a34afc113ba81bae4f467504e.jpeg"
"1732655483-153","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford fusion","https://www.dakarvente.com/annonce-40947-ford-fusion.html","Ford fusion","40.000  FCFA","Dakar","media/annonces/pics/32b8d0737588632b57a09c7966bbd590.jpeg"
"1732655487-154","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","BMW en location","https://www.dakarvente.com/annonce-40948-bmw-en-location.html","BMW en location Logements de qualité à louer","50.000  FCFA","Dakar","media/annonces/pics/57a5454743c1ae9f8aa9294c419a4307.jpeg"
"1732655492-155","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Madza en location","https://www.dakarvente.com/annonce-40949-madza-en-location.html","Madza en location","50.000  FCFA","Dakar","media/annonces/pics/3eb1151776caa2a998866d1e94c8f3ad.jpeg"
"1732655496-156","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford Fusion titanium","https://www.dakarvente.com/annonce-41289-ford-fusion-titanium.html","Ford Fusion titanium","35.000  FCFA","Dakar",""
"1732655499-157","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION VÉHICULES FORD","https://www.dakarvente.com/annonce-41910-location-vhicules-ford.html","LOCATION VÉHICULES FORD","30.000  FCFA","Thiaroye","media/annonces/pics/bbcc0f734406ce1f0dac79f9e7dea7a6.jpg"
"1732655503-158","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location Kia K7","https://www.dakarvente.com/annonce-42658-location-kia-k7.html","Location Kia K7","35.000  FCFA","Ngor","media/annonces/pics/96a2c0e3fb811b5861a6ce5dfdbf9d3d.jpeg"
"1732655506-159","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION DE VOITURE/ TRANSPORT AIBD","https://www.dakarvente.com/annonce-42798-location-de-voiture-transport-aibd.html","LOCATION DE VOITURE/ TRANSPORT AIBD","","Dakar","media/annonces/pics/adaf5158f46c064d0cb60d443055a79d.jpeg"
"1732655510-160","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","FORD EXPLORER DISPONIBLE POUR LOCATION","https://www.dakarvente.com/annonce-43661-ford-explorer-disponible-pour-location.html","FORD EXPLORER DISPONIBLE POUR LOCATION","60.000  FCFA","Dakar","media/annonces/pics/ab20f48f820666d51b05a1adf7e8a3eb.jpeg"
"1732655514-161","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra à louer","https://www.dakarvente.com/annonce-45179-hyundai-elantra-louer.html","Hyundai Elantra à louer","30.000  FCFA","VDN","media/annonces/pics/ba6cc6846adb6460b57622c841f91035.jpeg"
"1732655521-162","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra à louer","https://www.dakarvente.com/annonce-45180-hyundai-elantra-louer.html","Hyundai Elantra à louer","30.000  FCFA","Sipres","media/annonces/pics/d943609d152b30de8a4d46786e52e818.jpeg"
"1732655525-163","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION VOITURE AVEC CHAUFFEUR","https://www.dakarvente.com/annonce-45181-location-voiture-avec-chauffeur.html","LOCATION VOITURE AVEC CHAUFFEUR Logements de qualité à louerConcessionnaires automobiles à proximité","30.000  FCFA","Dakar","media/annonces/pics/32927326f52d1516424417454be3f764.jpeg"
"1732655529-164","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45364-firdawsi-automobile.html","Firdawsi automobile","250.000  FCFA","Dakar","media/annonces/pics/57c08300b37167a8abf08e8c7d3f8176.jpeg"
"1732655533-165","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45365-firdawsi-automobile.html","Firdawsi automobileConcessionnaires automobiles à proximité","130.000  FCFA","Dakar","media/annonces/pics/70c9a2241da909dfdf76b6cb8c5e6721.jpeg"
"1732655537-166","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45366-firdawsi-automobile.html","Firdawsi automobileConcessionnaires automobiles à proximité","40.000  FCFA","Dakar","media/annonces/pics/b16c63d92c2a6ea55386450fa03a817b.jpeg"
"1732655541-167","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45367-firdawsi-automobile.html","Firdawsi automobile Concessionnaires automobiles à proximité","60.000  FCFA","Dakar","media/annonces/pics/be1e49430d9fc5e376d38f54bd7f65cb.png"
"1732655544-168","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45368-firdawsi-automobile.html","Firdawsi automobileConcessionnaires automobiles à proximité","90.000  FCFA","Dakar","media/annonces/pics/a1d81fe67c2f6eadcbc67f082d4a4d11.jpeg"
"1732655548-169","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45369-firdawsi-automobile.html","Firdawsi automobile","300.000  FCFA","Dakar","media/annonces/pics/d939af9510dbb8eec95363776b3e4fd6.jpeg"
"1732655552-170","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45370-firdawsi-automobile.html","Firdawsi automobile","300.000  FCFA","Dakar","media/annonces/pics/9178ccb413fda62e4f9d433e6b9a5c3d.jpeg"
